"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10226215,3.625,38.125,0.562,61.14,0.009,110.68,21.067,30.556,0,41.575,0,22.121,30.873,0.562,-1.054,-0.317,0.009,"POLYGON ((38.083332460999941 3.583333092999986, 38.16666579399994 3.583333092999986, 38.16666579399994 3.6666664259999862, 38.083332460999941 3.6666664259999862, 38.083332460999941 3.583333092999986))"
10489419,3.458,39.542,2.938,42.419,0.069,91.527,18.619,27.531,0,37.528,0,21.001,30.171,2.938,-2.382,-2.64,0.069,"POLYGON ((39.499999121999963 3.4166664269999885, 39.583332454999962 3.4166664269999885, 39.583332454999962 3.4999997599999886, 39.499999121999963 3.4999997599999886, 39.499999121999963 3.4166664269999885))"
10209095,3.625,39.708,1.563,47.52,0.033,99.946,19.715,28.841,0,41.279,0,22.246,31.072,1.563,-2.531,-2.231,0.033,"POLYGON ((39.66666578799996 3.583333092999986, 39.749999120999959 3.583333092999986, 39.749999120999959 3.6666664259999862, 39.66666578799996 3.6666664259999862, 39.66666578799996 3.583333092999986))"
10280360,3.375,39.458,2.688,45.629,0.059,99.35,19.738,28.647,0,41.229,0,22.362,31.164,2.688,-2.623,-2.517,0.059,"POLYGON ((39.41666578899995 3.3333330939999897, 39.499999121999949 3.3333330939999897, 39.499999121999949 3.41666642699999, 39.41666578899995 3.41666642699999, 39.41666578899995 3.3333330939999897))"
10319287,3.458,39.458,2.938,42.481,0.069,91.527,18.619,27.531,0,37.994,0,22.385,31.161,2.938,-3.765,-3.629,0.069,"POLYGON ((39.41666578899995 3.4166664269999885, 39.499999121999949 3.4166664269999885, 39.499999121999949 3.4999997599999886, 39.41666578899995 3.4999997599999886, 39.41666578899995 3.4166664269999885))"
10333609,3.458,39.375,3.062,43.456,0.07,93.248,18.976,27.666,0,41.016,0,22.352,31.109,3.062,-3.376,-3.442,0.07,"POLYGON ((39.333332455999965 3.4166664269999885, 39.416665788999964 3.4166664269999885, 39.416665788999964 3.4999997599999886, 39.333332455999965 3.4999997599999886, 39.333332455999965 3.4166664269999885))"
10205427,3.542,39.625,2.938,42.453,0.069,91.527,18.619,27.531,0,40.986,0,21.7,30.667,2.938,-3.081,-3.136,0.069,"POLYGON ((39.583332454999947 3.4999997599999872, 39.666665787999946 3.4999997599999872, 39.666665787999946 3.5833330929999874, 39.583332454999947 3.5833330929999874, 39.583332454999947 3.4999997599999872))"
10310617,1.292,36.625,3.312,42.736,0.078,85.435,16.889,27.521,1.242,35.26,0.037,14.458,25.824,2.071,2.431,1.697,0.041,"POLYGON ((36.583332466999963 1.2499997689999844, 36.666665799999961 1.2499997689999844, 36.666665799999961 1.3333331019999843, 36.583332466999963 1.3333331019999843, 36.583332466999963 1.2499997689999844))"
10310637,2.708,39.958,2.188,51.221,0.043,116.278,21.942,31.281,0,44.283,0,23.943,32.74,2.188,-2.002,-1.459,0.043,"POLYGON ((39.916665786999943 2.6666664299999852, 39.999999119999941 2.6666664299999852, 39.999999119999941 2.7499997629999853, 39.916665786999943 2.7499997629999853, 39.916665786999943 2.6666664299999852))"
10311295,2.125,37.542,0,79.456,0,131.586,22.774,35.237,1.038,43.37,0.024,23.205,31.862,-1.038,-0.431,3.375,-0.024,"POLYGON ((37.499999129999964 2.0833330989999865, 37.583332462999962 2.0833330989999865, 37.583332462999962 2.1666664319999867, 37.499999129999964 2.1666664319999867, 37.499999129999964 2.0833330989999865))"
