"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10315495,0.958,39.958,0,157.041,0,539.995,23.949,31.996,0.601,175.57,0.004,23.881,32.261,-0.601,0.068,-0.265,-0.004,"POLYGON ((39.916665786999943 0.91666643699998929, 39.999999119999941 0.91666643699998929, 39.999999119999941 0.9999997699999893, 39.916665786999943 0.9999997699999893, 39.916665786999943 0.91666643699998929))"
10315533,1.458,40.208,0,161.279,0,549.1,24.069,32.489,0.272,180.594,0.002,24.298,32.732,-0.272,-0.229,-0.243,-0.002,"POLYGON ((40.166665785999953 1.4166664349999891, 40.249999118999952 1.4166664349999891, 40.249999118999952 1.499999767999989, 40.166665785999953 1.499999767999989, 40.166665785999953 1.4166664349999891))"
10315562,0.375,37.458,3.724,115.443,0.032,356.03,17.353,26.353,5.765,133.551,0.047,17.187,26.677,-2.042,0.167,-0.324,-0.014,"POLYGON ((37.416665796999951 0.33333310599999066, 37.499999129999949 0.33333310599999066, 37.499999129999949 0.41666643899999067, 37.416665796999951 0.41666643899999067, 37.416665796999951 0.33333310599999066))"
10316167,0.958,39.875,0,156.697,0,539.505,23.922,31.989,0.603,174.829,0.004,23.841,32.214,-0.603,0.081,-0.225,-0.004,"POLYGON ((39.833332453999958 0.91666643699998929, 39.916665786999957 0.91666643699998929, 39.916665786999957 0.9999997699999893, 39.833332453999958 0.9999997699999893, 39.833332453999958 0.91666643699998929))"
10316201,2.708,38.958,0,152.701,0,512.4,22.518,31.642,0.365,168.529,0.002,23.085,31.236,-0.365,-0.568,0.406,-0.002,"POLYGON ((38.916665790999957 2.6666664299999852, 38.999999123999956 2.6666664299999852, 38.999999123999956 2.7499997629999853, 38.916665790999957 2.7499997629999853, 38.916665790999957 2.6666664299999852))"
10316220,1.042,38.542,0,140.676,0,486.615,21.975,30.466,0.052,163.272,0,21.767,30.212,-0.052,0.208,0.254,0,"POLYGON ((38.499999125999949 0.99999976999998808, 38.583332458999948 0.99999976999998808, 38.583332458999948 1.083333102999988, 38.499999125999949 1.083333102999988, 38.499999125999949 0.99999976999998808))"
10316435,2.458,38.042,0.125,139.475,0.001,436.74,19.558,29.558,1.567,168.276,0.009,20.091,28.706,-1.442,-0.533,0.852,-0.008,"POLYGON ((37.999999127999956 2.4166664309999888, 38.083332460999955 2.4166664309999888, 38.083332460999955 2.4999997639999889, 37.999999127999956 2.4999997639999889, 37.999999127999956 2.4166664309999888))"
10316725,2.708,39.208,0.225,154.722,0.001,518.18,22.747,31.798,0.065,170.584,0.001,23.347,31.537,0.16,-0.6,0.262,0.001,"POLYGON ((39.166665789999939 2.6666664299999852, 39.249999122999938 2.6666664299999852, 39.249999122999938 2.7499997629999853, 39.166665789999939 2.7499997629999853, 39.166665789999939 2.6666664299999852))"
10316771,1.875,36.958,1.4,123.171,0.011,364.165,16.921,27.282,6.432,142.202,0.046,17.252,26.889,-5.032,-0.331,0.393,-0.035,"POLYGON ((36.916665798999958 1.8333330999999902, 36.999999131999957 1.8333330999999902, 36.999999131999957 1.91666643299999, 36.916665798999958 1.91666643299999, 36.916665798999958 1.8333330999999902))"
10316816,2.958,38.708,0,149.91,0,505.375,22.268,31.424,0.389,167.647,0.002,22.871,30.983,-0.389,-0.603,0.441,-0.002,"POLYGON ((38.666665791999947 2.9166664289999886, 38.749999124999945 2.9166664289999886, 38.749999124999945 2.9999997619999887, 38.666665791999947 2.9999997619999887, 38.666665791999947 2.9166664289999886))"
10316861,0.458,37.625,0.1,118.115,0.001,391.125,18.67,27.405,6.243,136.017,0.043,18.353,27.549,-6.143,0.317,-0.144,-0.042,"POLYGON ((37.583332462999948 0.41666643899998945, 37.666665795999947 0.41666643899998945, 37.666665795999947 0.49999977199998946, 37.583332462999948 0.49999977199998946, 37.583332462999948 0.41666643899998945))"
10316876,2.458,37.208,0,134.09,0,511.61,22.42,31.694,4.52,160.145,0.03,22.449,30.841,-4.52,-0.029,0.853,-0.03,"POLYGON ((37.16666579799994 2.4166664309999888, 37.249999130999939 2.4166664309999888, 37.249999130999939 2.4999997639999889, 37.16666579799994 2.4999997639999889, 37.16666579799994 2.4166664309999888))"
10316879,2.042,37.375,0.7,132.752,0.005,492.88,21.826,31.033,1.89,160.656,0.012,21.814,30.217,-1.19,0.012,0.816,-0.007,"POLYGON ((37.333332463999966 1.9999997659999877, 37.416665796999965 1.9999997659999877, 37.416665796999965 2.0833330989999879, 37.333332463999966 2.0833330989999879, 37.333332463999966 1.9999997659999877))"
10316910,1.542,36.625,31.5,120.611,0.261,361.625,16.879,27.229,16.306,137.408,0.122,17.017,26.835,15.194,-0.138,0.394,0.139,"POLYGON ((36.583332466999963 1.4999997679999879, 36.666665799999961 1.4999997679999879, 36.666665799999961 1.5833331009999878, 36.583332466999963 1.5833331009999878, 36.583332466999963 1.4999997679999879))"
10317522,1.875,38.042,0,140.901,0,511.36,22.614,31.479,0.372,164.742,0.003,22.605,30.67,-0.372,0.009,0.809,-0.003,"POLYGON ((37.999999127999956 1.8333330999999902, 38.083332460999955 1.8333330999999902, 38.083332460999955 1.91666643299999, 37.999999127999956 1.91666643299999, 37.999999127999956 1.8333330999999902))"
10317800,2.792,37.542,0.325,138.751,0.002,518.725,22.689,31.906,5.135,163.813,0.032,22.91,31.081,-4.81,-0.221,0.825,-0.03,"POLYGON ((37.499999129999964 2.7499997629999839, 37.583332462999962 2.7499997629999839, 37.583332462999962 2.8333330959999841, 37.499999129999964 2.8333330959999841, 37.499999129999964 2.7499997629999839))"
10317833,2.042,38.042,0.1,141.841,0.001,511.005,22.546,31.524,0.349,166.812,0.002,22.616,30.662,-0.249,-0.071,0.862,-0.002,"POLYGON ((37.999999127999956 1.9999997659999877, 38.083332460999955 1.9999997659999877, 38.083332460999955 2.0833330989999879, 37.999999127999956 2.0833330989999879, 37.999999127999956 1.9999997659999877))"
10317835,1.458,37.708,0,131.045,0,471.51,21.249,30.185,1.578,151.666,0.01,21.103,29.591,-1.578,0.146,0.593,-0.01,"POLYGON ((37.666665795999961 1.4166664349999891, 37.74999912899996 1.4166664349999891, 37.74999912899996 1.499999767999989, 37.666665795999961 1.499999767999989, 37.666665795999961 1.4166664349999891))"
10318593,2.958,39.958,0,155.907,0,499.37,22.118,31.159,0.781,171.22,0.004,22.968,31.506,-0.781,-0.85,-0.347,-0.004,"POLYGON ((39.916665786999943 2.9166664289999886, 39.999999119999941 2.9166664289999886, 39.999999119999941 2.9999997619999887, 39.916665786999943 2.9999997619999887, 39.916665786999943 2.9166664289999886))"
10318674,2.292,39.208,0,156.59,0,527.97,23.106,32.099,0.107,171.455,0.001,23.524,31.721,-0.107,-0.418,0.378,-0.001,"POLYGON ((39.166665789999939 2.2499997649999841, 39.249999122999938 2.2499997649999841, 39.249999122999938 2.3333330979999842, 39.166665789999939 2.3333330979999842, 39.166665789999939 2.2499997649999841))"
10318730,3.458,37.958,0.65,140.974,0.005,472.16,20.967,30.51,2.85,161.839,0.017,21.613,30.046,-2.2,-0.646,0.464,-0.013,"POLYGON ((37.916665794999943 3.4166664269999885, 37.999999127999942 3.4166664269999885, 37.999999127999942 3.4999997599999886, 37.916665794999943 3.4999997599999886, 37.916665794999943 3.4166664269999885))"
10318985,1.208,38.625,0,145.368,0,514.105,22.948,31.326,0.055,166.393,0,22.74,30.974,-0.055,0.208,0.352,0,"POLYGON ((38.583332458999962 1.1666664359999857, 38.666665791999961 1.1666664359999857, 38.666665791999961 1.2499997689999855, 38.583332458999962 1.2499997689999855, 38.583332458999962 1.1666664359999857))"
10319284,0.792,37.958,0,126.175,0,446.645,20.626,29.15,0.897,152.332,0.006,20.312,29.012,-0.897,0.314,0.139,-0.006,"POLYGON ((37.916665794999943 0.74999977099998461, 37.999999127999942 0.74999977099998461, 37.999999127999942 0.83333310399998461, 37.916665794999943 0.83333310399998461, 37.916665794999943 0.74999977099998461))"
10319345,2.208,39.958,0,160.441,0,531.685,23.204,32.194,0.056,177.506,0,23.783,32.27,-0.056,-0.58,-0.076,0,"POLYGON ((39.916665786999943 2.1666664319999853, 39.999999119999941 2.1666664319999853, 39.999999119999941 2.2499997649999854, 39.916665786999943 2.2499997649999854, 39.916665786999943 2.1666664319999853))"
10319353,0.875,39.542,0,153.878,0,536.11,23.862,31.849,0.073,173.201,0.001,23.642,31.967,-0.073,0.221,-0.118,-0.001,"POLYGON ((39.499999121999963 0.8333331039999905, 39.583332454999962 0.8333331039999905, 39.583332454999962 0.91666643699999051, 39.499999121999963 0.91666643699999051, 39.499999121999963 0.8333331039999905))"
10319355,0.458,39.625,0,149.483,0,530.47,23.9,31.424,0.097,171.727,0.001,23.485,31.8,-0.097,0.415,-0.376,-0.001,"POLYGON ((39.583332454999947 0.41666643899998945, 39.666665787999946 0.41666643899998945, 39.666665787999946 0.49999977199998946, 39.583332454999947 0.49999977199998946, 39.583332454999947 0.41666643899998945))"
10319447,2.625,37.125,1.025,133.585,0.008,516.82,22.581,31.887,3.137,160.21,0.02,22.63,31.058,-2.112,-0.049,0.828,-0.012,"POLYGON ((37.083332464999955 2.5833330969999864, 37.166665797999954 2.5833330969999864, 37.166665797999954 2.6666664299999865, 37.083332464999955 2.6666664299999865, 37.083332464999955 2.5833330969999864))"
10319751,1.542,38.208,0,140.913,0,505.43,22.501,31.194,0.187,164.126,0.001,22.399,30.572,-0.187,0.102,0.622,-0.001,"POLYGON ((38.166665793999954 1.4999997679999879, 38.249999126999953 1.4999997679999879, 38.249999126999953 1.5833331009999878, 38.166665793999954 1.5833331009999878, 38.166665793999954 1.4999997679999879))"
10319868,0.542,39.708,0,151.387,0,534.775,24.015,31.595,0.142,172.988,0.001,23.65,31.954,-0.142,0.365,-0.359,-0.001,"POLYGON ((39.66666578799996 0.49999977199998824, 39.749999120999959 0.49999977199998824, 39.749999120999959 0.58333310499998825, 39.66666578799996 0.58333310499998825, 39.66666578799996 0.49999977199998824))"
10320030,3.208,37.875,0.8,141.293,0.006,493.775,21.755,31.159,3.85,163.745,0.024,22.268,30.546,-3.05,-0.513,0.613,-0.019,"POLYGON ((37.833332461999959 3.166666427999985, 37.916665794999957 3.166666427999985, 37.916665794999957 3.2499997609999851, 37.833332461999959 3.2499997609999851, 37.833332461999959 3.166666427999985))"
10320193,1.792,36.875,4.8,122.789,0.039,375.64,17.322,27.721,8.043,141.675,0.058,17.532,27.138,-3.243,-0.21,0.582,-0.019,"POLYGON ((36.833332465999945 1.7499997669999843, 36.916665798999944 1.7499997669999843, 36.916665798999944 1.8333330999999842, 36.833332465999945 1.8333330999999842, 36.833332465999945 1.7499997669999843))"
