"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10226215,3.625,38.125,0,35.53,0,112.695,20.451,31.657,0.145,38.482,0.004,21.483,30.283,-0.145,-1.031,1.374,-0.004,"POLYGON ((38.083332460999941 3.583333092999986, 38.16666579399994 3.583333092999986, 38.16666579399994 3.6666664259999862, 38.083332460999941 3.6666664259999862, 38.083332460999941 3.583333092999986))"
10489419,3.458,39.542,0,35.407,0,101.611,18.999,29.868,0,35.915,0,20.436,29.906,0,-1.438,-0.038,0,"POLYGON ((39.499999121999963 3.4166664269999885, 39.583332454999962 3.4166664269999885, 39.583332454999962 3.4999997599999886, 39.499999121999963 3.4999997599999886, 39.499999121999963 3.4166664269999885))"
10209095,3.625,39.708,0,35.788,0,110.355,20.477,30.967,0,38.947,0,21.676,30.775,0,-1.199,0.192,0,"POLYGON ((39.66666578799996 3.583333092999986, 39.749999120999959 3.583333092999986, 39.749999120999959 3.6666664259999862, 39.66666578799996 3.6666664259999862, 39.66666578799996 3.583333092999986))"
10280360,3.375,39.458,0,36.086,0,112.024,20.651,31.197,0,38.709,0,21.793,30.809,0,-1.142,0.388,0,"POLYGON ((39.41666578899995 3.3333330939999897, 39.499999121999949 3.3333330939999897, 39.499999121999949 3.41666642699999, 39.41666578899995 3.41666642699999, 39.41666578899995 3.3333330939999897))"
10319287,3.458,39.458,0,35.971,0,109.008,20.395,30.75,0,36.273,0,21.792,30.851,0,-1.396,-0.101,0,"POLYGON ((39.41666578899995 3.4166664269999885, 39.499999121999949 3.4166664269999885, 39.499999121999949 3.4999997599999886, 39.41666578899995 3.4999997599999886, 39.41666578899995 3.4166664269999885))"
10333609,3.458,39.375,0,36.001,0,110.104,20.558,30.828,0,38.531,0,21.777,30.746,0,-1.219,0.082,0,"POLYGON ((39.333332455999965 3.4166664269999885, 39.416665788999964 3.4166664269999885, 39.416665788999964 3.4999997599999886, 39.333332455999965 3.4999997599999886, 39.333332455999965 3.4166664269999885))"
10205427,3.542,39.625,0,35.651,0,105.763,19.846,30.298,0,38.72,0,21.142,30.367,0,-1.296,-0.069,0,"POLYGON ((39.583332454999947 3.4999997599999872, 39.666665787999946 3.4999997599999872, 39.666665787999946 3.5833330929999874, 39.583332454999947 3.5833330929999874, 39.583332454999947 3.4999997599999872))"
10310617,1.292,36.625,5,32.297,0.155,67.36,13.154,26.091,2.687,31.877,0.085,13.974,24.889,2.313,-0.82,1.202,0.07,"POLYGON ((36.583332466999963 1.2499997689999844, 36.666665799999961 1.2499997689999844, 36.666665799999961 1.3333331019999843, 36.583332466999963 1.3333331019999843, 36.583332466999963 1.2499997689999844))"
10310637,2.708,39.958,0,37.236,0,124.085,22.621,32.794,0,40.736,0,23.403,32.36,0,-0.782,0.434,0,"POLYGON ((39.916665786999943 2.6666664299999852, 39.999999119999941 2.6666664299999852, 39.999999119999941 2.7499997629999853, 39.916665786999943 2.7499997629999853, 39.916665786999943 2.6666664299999852))"
10311295,2.125,37.542,0,36.254,0,124.15,22.28,33.196,0.173,38.747,0.004,22.556,30.955,-0.173,-0.276,2.241,-0.004,"POLYGON ((37.499999129999964 2.0833330989999865, 37.583332462999962 2.0833330989999865, 37.583332462999962 2.1666664319999867, 37.499999129999964 2.1666664319999867, 37.499999129999964 2.0833330989999865))"
10311303,1.458,36.792,3.025,33.454,0.09,85.87,16.144,28.39,0.233,33.097,0.007,16.708,26.867,2.792,-0.563,1.523,0.084,"POLYGON ((36.74999913299996 1.4166664349999891, 36.833332465999959 1.4166664349999891, 36.833332465999959 1.499999767999989, 36.74999913299996 1.499999767999989, 36.74999913299996 1.4166664349999891))"
10311345,2.125,40.042,0,37.682,0,128.515,23.393,33.326,0,41.552,0,23.895,32.847,0,-0.502,0.479,0,"POLYGON ((39.999999119999956 2.0833330989999865, 40.083332452999954 2.0833330989999865, 40.083332452999954 2.1666664319999867, 39.999999119999956 2.1666664319999867, 39.999999119999956 2.0833330989999865))"
10311924,2.625,38.125,0,36.45,0,120.087,21.661,32.623,0,40.362,0,22.313,30.77,0,-0.652,1.852,0,"POLYGON ((38.083332460999941 2.5833330969999864, 38.16666579399994 2.5833330969999864, 38.16666579399994 2.6666664299999865, 38.083332460999941 2.6666664299999865, 38.083332460999941 2.5833330969999864))"
10311988,1.458,36.375,0,34.302,0,105.29,19.369,30.714,5.347,33.02,0.152,19.491,29.039,-5.347,-0.122,1.676,-0.152,"POLYGON ((36.333332467999952 1.4166664349999891, 36.416665800999951 1.4166664349999891, 36.416665800999951 1.499999767999989, 36.333332467999952 1.499999767999989, 36.333332467999952 1.4166664349999891))"
10312266,3.125,37.292,0,36.282,0,128.3,22.89,33.85,0.538,38.23,0.012,23.385,31.828,-0.538,-0.495,2.022,-0.012,"POLYGON ((37.249999130999953 3.0833330949999862, 37.333332463999952 3.0833330949999862, 37.333332463999952 3.1666664279999863, 37.249999130999953 3.1666664279999863, 37.249999130999953 3.0833330949999862))"
